,secID,ticker,tradeDate,AccountsPayablesTDays,AccountsPayablesTRate,AdminiExpenseRate,ARTDays,ARTRate,ASSI,BLEV,BondsPayableToAsset,CashRateOfSales,CashToCurrentLiability,CMRA,CTOP,CTP5,CurrentAssetsRatio,CurrentAssetsTRate,CurrentRatio,DAVOL10,DAVOL20,DAVOL5,DDNBT,DDNCR,DDNSR,DebtEquityRatio,DebtsAssetRatio,DHILO,DilutedEPS,DVRAT,EBITToTOR,EGRO,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,EquityFixedAssetRatio,EquityToAsset,EquityTRate,ETOP,ETP5,FinancialExpenseRate,FinancingCashGrowRate,FixAssetRatio,FixedAssetsTRate,GrossIncomeRatio,HBETA,HSIGMA,IntangibleAssetRatio,InventoryTDays,InventoryTRate,InvestCashGrowRate,LCAP,LFLO,LongDebtToAsset,LongDebtToWorkingCapital,LongTermDebtToAsset,MA10,MA120,MA20,MA5,MA60,MAWVAD,MFI,MLEV,NetAssetGrowRate,NetProfitGrowRate,NetProfitRatio,NOCFToOperatingNI,NonCurrentAssetsRatio,NPParentCompanyGrowRate,NPToTOR,OperatingExpenseRate,OperatingProfitGrowRate,OperatingProfitRatio,OperatingProfitToTOR,OperatingRevenueGrowRate,OperCashGrowRate,OperCashInToCurrentLiability,PB,PCF,PE,PS,PSY,QuickRatio,REVS10,REVS20,REVS5,ROA,ROA5,ROE,ROE5,RSI,RSTR12,RSTR24,SalesCostRatio,SaleServiceCashToOR,SUE,TaxRatio,TOBT,TotalAssetGrowRate,TotalAssetsTRate,TotalProfitCostRatio,TotalProfitGrowRate,VOL10,VOL120,VOL20,VOL240,VOL5,VOL60,WVAD,REC,DAREC,GREC,FY12P,DAREV,GREV,SFY12P,DASREV,GSREV,FEARNG,FSALESG,TA2EV,CFO2EV,ACCA,DEGM,SUOI,EARNMOM,FiftyTwoWeekHigh,Volatility,Skewness,ILLIQUIDITY,BackwardADJ,MACD,ADTM,ATR14,ATR6,BIAS10,BIAS20,BIAS5,BIAS60,BollDown,BollUp,CCI10,CCI20,CCI5,CCI88,KDJ_K,KDJ_D,KDJ_J,ROC6,ROC20,SBM,STM,UpRVI,DownRVI,RVI,SRMI,ChandeSD,ChandeSU,CMO,DBCD,ARC,OBV,OBV6,OBV20,TVMA20,TVMA6,TVSTD20,TVSTD6,VDEA,VDIFF,VEMA10,VEMA12,VEMA26,VEMA5,VMACD,VOSC,VR,VROC12,VROC6,VSTD10,VSTD20,KlingerOscillator,MoneyFlow20,AD,AD20,AD6,CoppockCurve,ASI,ChaikinOscillator,ChaikinVolatility,EMV14,EMV6,plusDI,minusDI,ADX,ADXR,Aroon,AroonDown,AroonUp,DEA,DIFF,DDI,DIZ,DIF,MTM,MTMMA,PVT,PVT6,PVT12,TRIX5,TRIX10,UOS,MA10RegressCoeff12,MA10RegressCoeff6,PLRC6,PLRC12,SwingIndex,Ulcer10,Ulcer5,Hurst,ACD6,ACD20,EMA12,EMA26,APBMA,BBI,BBIC,TEMA10,TEMA5,MA10Close,AR,BR,ARBR,CR20,MassIndex,BearPower,BullPower,Elder,NVI,PVI,RC12,RC24,JDQS20
349,000001.XSHE,1,2014/12/3,,,,,,28.3939,,0.0212,-0.2052,,0.586,0.0102,0.0071,,,,0.0166,0.0099,0.0278,1.1074,0.5865,1.8883,15.9199,0.9409,0.0192,1.37,-0.028,,0.2744,11.9708,10.4589,11.4754,12.5045,10.8287,1.8316,35.8011,0.0591,0.5827,0.1285,0.1232,,6.4717,0.0017,19.431,0.3658,1.2774,0.0118,0.006,,,0.8539,25.7317,25.582,0,,,11.656,10.3923,11.295,12.4322,10.6401,783.0293,87.9511,,0.3353,0.2938,0.2767,-0.5609,,0.2938,0.2767,,0.3041,0.3658,0.3658,0.4611,-1.0699,,1.1809,-10.497,7.7834,2.1536,0.5833,,1.2324,1.2108,1.1686,0.0096,0.0108,0.1728,0.22,86.3486,0.1474,0.6984,0.6342,0,1.6534,0.0756,1.729,0.1556,0.0336,0.5763,0.301,0.0272,0.0106,0.0205,0.0097,0.0384,0.0125,917.4639,1.8742,0.0156,24,0.1298,0.0202,60,0.4545,0.0385,60,0.275,0.3034,-64.603,0.4295,-0.0156,-0.044,1.6936,8,0.9958,0.6503,1.5567,0.0078,82.8296,0.457,0.5171,0.5304,0.7711,12.388,15.981,5.371,23.1191,9.7362,12.8538,130.4224,234.9096,100.0593,465.2901,77.0883,72.0366,87.1916,19.3021,21.0793,2.4494,5.0721,0.2302,0.2333,49.6656,0.1886,0.9487,3.2294,54.587,1.9919,1.0536,14106044817,14233179987,13879521850,2348.954,4330.4852,1687.9345,1557.0858,40789381.52,69557158.59,299428861,281694848,212137689.4,360934075.9,57535554.15,16.7325,1.5331,349.3654,154.9766,143840376.4,130778902.5,27.8237,46986965362,4210.167,3954.5244,4231.4729,20.4469,53.1715,117.3643,190.8715,0.0365,0.0995,59.5979,3.2849,58.5031,54.9871,92,4,96,0.3006,0.5291,0.788,0.894,0.106,2.4707,0.722,809.1231,779.924,757.0311,0.0194,0.0067,58.8623,0.0499,0.1677,0.4179,0.2474,5.697,2.7636,0.8989,0.6417,1.1403,1.4383,11.8342,11.3051,0.7376,11.9383,0.9113,13.0123,13.238,0.8898,211.8728,223.3399,-11.4671,261.8913,29.7519,0.9351,2.1149,0.0901,3.9866,6614.4999,1.2175,1.256,0.4286
350,000001.XSHE,1,2014/12/4,,,,,,28.3939,,0.0212,-0.2052,,0.6076,0.0096,0.0071,,,,0.0192,0.0111,0.0304,1.1074,0.5865,1.8883,15.9199,0.9409,0.0192,1.37,-0.0261,,0.2744,12.3325,10.5168,11.7121,12.9898,10.9314,1.8316,35.8011,0.0591,0.5827,0.1206,0.1232,,6.4717,0.0017,19.431,0.3658,1.283,0.0118,0.006,,,0.8539,25.7953,25.6456,0,,,11.9891,10.4282,11.451,12.9622,10.6978,862.9178,91.5904,,0.3353,0.2938,0.2767,-0.5609,,0.2938,0.2767,,0.3041,0.3658,0.3658,0.4611,-1.0699,,1.2585,-11.1861,8.2943,2.295,0.6667,,1.3134,1.2878,1.2343,0.0096,0.0108,0.1728,0.22,92.6471,0.2264,0.7809,0.6342,0,1.6534,0.0756,1.738,0.1556,0.0336,0.5763,0.301,0.03,0.0108,0.0219,0.0098,0.0412,0.0129,968.1282,1.8742,0.0156,26,0.1218,0.0202,60,0.4265,0.0385,60,0.275,0.3034,-91.7668,0.6102,-0.0156,-0.044,1.6936,8,1,0.6063,1.4743,0.0085,82.8296,0.5744,0.5328,0.5689,0.8207,16.443,21.9162,7.7015,30.4984,9.5068,13.3951,121.7588,205.8223,107.608,475.8924,89.7605,79.6523,109.9768,24.5355,28.7798,2.4494,5.2424,0.3509,0.2022,63.4424,0.2386,0.9487,4.0686,62.1828,2.4984,1.0596,14451062897,14323622397,13929902502,2547.7802,4703.3358,1717.1493,1250.7657,46522745.69,69456202.39,307717809.9,291436883.7,221980681.3,355628744,45866913.39,19.9761,1.5256,270.869,57.9089,126980040.9,130390636.4,31.9728,50984289822,4549.2957,3985.2422,4311.2012,28.9632,62.1267,192.4722,227.0363,0.0443,0.0965,50.0113,2.6543,62.6915,56.055,48,52,100,0.3723,0.6595,0.8332,0.9166,0.0834,3.3312,1.0763,831.7879,794.9213,765.282,0.0231,0.0086,63.7711,0.0835,0.2229,0.4617,0.303,13.7768,2.1004,0.8989,0.672,1.9096,2.3977,12.1613,11.5018,0.8784,12.3007,0.8811,13.621,13.8879,0.8588,217.66,230.3464,-12.6864,260.467,29.936,0.813,1.8819,0.0766,4.2485,6614.4999,1.3158,1.2656,0.4286
351,000001.XSHE,1,2014/12/5,,,,,,28.3939,,0.0212,-0.2052,,0.5499,0.0092,0.0071,,,,0.0222,0.0119,0.0292,1.1152,0.5899,1.8905,15.9199,0.9409,0.0194,1.37,0.0059,,0.2744,12.7322,10.5832,11.9805,13.5034,11.0494,1.8316,35.8011,0.0591,0.5827,0.1158,0.1232,,6.4717,0.0017,19.431,0.3658,1.2886,0.012,0.006,,,0.8539,25.8353,25.6856,0,,,12.3622,10.4686,11.632,13.3803,10.7641,962.5235,94.7586,,0.3353,0.2938,0.2767,-0.5609,,0.2938,0.2767,,0.3041,0.3658,0.3658,0.4611,-1.0699,,1.3098,-11.6428,8.633,2.3887,0.6667,,1.3455,1.3318,1.1681,0.0096,0.0108,0.1728,0.22,93.5506,0.262,0.8098,0.6342,0,1.6534,0.0756,1.7284,0.1556,0.0336,0.5763,0.301,0.0333,0.0111,0.023,0.0099,0.0403,0.0136,1126.4821,1.8742,0.0156,28,0.117,0.0202,60,0.4098,0.0385,60,0.275,0.3034,-127.2217,0.8459,-0.0156,-0.044,1.6936,8,1,0.6191,1.3506,0.0085,82.8296,0.6836,0.6764,0.6504,0.969,17.5407,24.9199,8.5973,34.9916,9.2704,13.9935,137.3002,208.2195,131.9993,528.0892,84.6739,80.2046,93.6126,28.4716,33.18,2.0784,6.4222,0.4777,0.1752,73.1659,0.2568,0.9487,4.5689,65.6119,3.2397,1.0664,14892432617,14452562148,13991179793,2741.1597,5361.8888,1914.441,710.8434,52472547.09,76271752.69,332018157.2,314503473.9,238231721.2,384209069.3,47598411.19,24.9601,1.6564,645.9895,109.7908,117135639.4,139875416.6,36.2903,54889432337,4629.7231,4026.027,4405.1559,38.6137,72.9648,231.2912,261.859,0.0716,0.1519,63.7597,2.0121,66.8498,56.6039,52,48,100,0.4578,0.7996,0.931,0.9655,0.0345,3.7311,1.4605,849.8138,812.6091,775.0259,0.0267,0.0107,63.1421,0.1232,0.2708,0.4498,0.3579,13.0748,1.6351,0.8989,0.724,2.7307,3.2689,12.5258,11.7262,0.8893,12.6693,0.8719,14.2535,14.5142,0.8508,217.727,235.123,-17.396,291.3713,29.7191,1.0828,2.7933,0.1177,4.2485,6884.6412,1.367,1.3079,0.4286
352,000001.XSHE,1,2014/12/8,,,,,,28.3939,,0.0212,-0.2052,,0.5637,0.0088,0.0071,,,,0.0236,0.0128,0.0278,1.1155,0.5901,1.8902,15.9199,0.9409,0.0199,1.37,0.0424,,0.2744,13.1864,10.66,12.29,14.079,11.1865,1.8316,35.8011,0.0591,0.5827,0.1105,0.1232,,6.4717,0.0017,19.431,0.3658,1.2767,0.012,0.006,,,0.8539,25.8823,25.7327,0,,,12.8072,10.5146,11.8365,13.9882,10.8418,1041.6799,97.2724,,0.3353,0.2938,0.2767,-0.5609,,0.2938,0.2767,,0.3041,0.3658,0.3658,0.4611,-1.0699,,1.3729,-12.2038,9.0489,2.5038,0.75,,1.4128,1.3671,1.2493,0.0096,0.0108,0.1728,0.22,94.4216,0.3216,0.795,0.6342,0,1.6534,0.0756,1.7302,0.1556,0.0336,0.5763,0.301,0.035,0.0114,0.0242,0.01,0.0392,0.0141,1492.8463,1.8845,0.0203,30,0.1116,0.0202,60,0.3909,0.0385,60,0.275,0.3034,-242.0855,1.6096,-0.0156,-0.044,1.6936,8,1,0.6054,1.2439,0.0084,82.8296,0.7972,0.7696,0.7111,1.0576,18.9173,28.6705,8.8777,40.4751,8.9947,14.6782,132.2464,188.5224,106.7847,521.8457,89.924,84.1479,101.4761,22.4273,36.7135,1.7774,7.7131,0.6077,0.1518,80.0132,0.2922,0.9487,5.0387,68.3101,4.0536,1.0753,15285266870,14566226951,14063992054,2945.7365,5376.9342,2023.2106,722.6601,57352158.15,76870602.39,343075629.2,326554363,249683760.6,387084130.5,39036888.47,30.9889,2.0005,474.7017,-18.917,112497397.5,143780007.2,40.2805,58949689136,4880.8664,4075.8223,4460.2204,49.2346,62.6706,306.0545,258.5056,0.085,0.1544,55.607,1.595,70.5261,56.1016,56,44,100,0.5575,0.9561,0.9864,0.9932,0.0068,4.4503,1.9416,868.7218,825.3832,786.3454,0.0302,0.0131,66.5084,0.1691,0.3268,0.5797,0.4125,12.4826,0.8867,0.0674,0.7664,2.7003,4.2192,12.9418,11.9857,1.0247,13.1046,0.8604,14.9538,15.2104,0.8409,219.2013,210.7849,8.4164,293.359,29.7036,1.1642,2.6649,0.0985,4.453,6884.6412,1.4328,1.4037,0.4286
353,000001.XSHE,1,2014/12/9,,,,,,28.3939,,0.0212,-0.2052,,0.5637,0.0097,0.0071,,,,0.0259,0.0131,0.0287,1.4235,0.7007,2.0315,15.9199,0.9409,0.0213,1.37,0.0277,,0.2744,13.2815,10.7104,12.4252,13.9559,11.2692,1.8316,35.8011,0.0591,0.5827,0.1228,0.1232,,6.4717,0.0017,19.431,0.3658,1.3446,0.0122,0.006,,,0.8539,25.7772,25.6275,0,,,13.0802,10.5446,11.9585,14.1061,10.896,1118.536,88.0993,,0.3353,0.2938,0.2767,-0.5609,,0.2938,0.2767,,0.3041,0.3658,0.3658,0.4611,-1.0699,,1.2359,-10.9858,8.1458,2.2539,0.6667,,1.2485,1.2165,1.045,0.0096,0.0108,0.1728,0.22,72.2869,0.227,0.6899,0.6342,0,1.6534,0.0756,1.7536,0.1556,0.0336,0.5763,0.301,0.0375,0.0116,0.0247,0.0102,0.0403,0.0147,1228.5051,1.8673,0.0051,32,0.124,0.0205,60,0.4343,0.0389,60,0.275,0.3034,-81.7718,0.5437,-0.0156,-0.044,1.6936,8,0.7806,0.6097,0.9623,0.0094,82.8296,0.6226,0.7993,0.7903,1.1847,4.8123,14.6428,-2.8107,25.8233,9.0117,14.9053,80.2121,128.224,26.6702,402.1595,71.6644,77.3669,60.2595,12.4595,21.6541,1.6983,8.4627,0.5267,0.3078,63.1156,0.1991,2.4692,4.9094,33.0713,3.5746,1.0809,14880724859,14686888314,14101670261,3076.332,5443.9822,2134.6901,764.9858,61361270.64,77397720.57,354251334.9,338552462.7,261154742.1,392903424,32072899.87,33.4889,1.7316,252.7782,-9.4014,91981053.47,148041669.6,39.0434,61364313156,4476.3244,4109.8824,4515.4237,53.1175,44.1351,180.0984,295.8791,0.082,0.1184,43.3614,6.1432,71.1463,54.2506,56,40,96,0.6353,0.9466,0.9046,0.9523,0.0477,2.7292,2.2434,828.3363,832.918,794.1464,0.0267,0.0144,53.0189,0.2118,0.3481,0.2831,0.3842,-15.337,3.2203,4.4651,0.7432,1.7302,2.2,13.06,12.1134,0.8909,13.2377,0.9656,14.6887,14.3668,0.9541,187.011,163.3833,23.6277,219.2113,29.7655,0.749,2.569,0.1327,4.453,6197.3455,1.2695,1.2671,0.2857
354,000001.XSHE,1,2014/12/10,,,,,,28.3939,,0.0212,-0.2052,,0.5267,0.0094,0.0071,,,,0.0271,0.014,0.0276,1.4235,0.7007,2.0315,15.9199,0.9409,0.0213,1.37,0.0465,,0.2744,13.4467,10.7679,12.5933,14.0339,11.365,1.8316,35.8011,0.0591,0.5827,0.1186,0.1232,,6.4717,0.0017,19.431,0.3658,1.3237,0.0123,0.006,,,0.8539,25.8116,25.6619,0,,,13.3782,10.5784,12.108,14.3242,10.9603,1184.7537,81.8741,,0.3353,0.2938,0.2767,-0.5609,,0.2938,0.2767,,0.3041,0.3658,0.3658,0.4611,-1.0699,,1.2792,-11.3704,8.431,2.3328,0.75,,1.2658,1.267,1.0832,0.0096,0.0108,0.1728,0.22,74.3963,0.2689,0.6872,0.6342,0,1.6534,0.0756,1.7546,0.1556,0.0336,0.5763,0.301,0.0389,0.0118,0.0258,0.0103,0.0394,0.0152,1375.0966,1.8673,0.0051,34,0.1198,0.0205,60,0.4196,0.0389,60,0.275,0.3034,-103.3937,0.6875,-0.0156,-0.044,1.6936,8,0.8499,0.5832,0.6986,0.0094,82.8296,0.53,0.6434,0.8296,1.2108,6.0689,17.1957,-0.9364,29.4686,9.0231,15.1929,40.1172,90.7567,-62.4139,319.9804,73.1746,76.7459,66.032,8.1585,26.7038,3.018,8.4627,0.6141,0.2668,69.7128,0.21,2.3992,5.3899,38.396,3.3793,1.0869,15233509289,14808173558,14163935002,3239.4714,5504.7218,2135.6301,678.5867,63648990.45,72799869.72,353984625,340741996.1,267942126.4,379530426,18301758.53,33.1212,1.872,58.3862,1.0724,75928227.39,147855713.1,34.7396,64705812058,4739.5128,4150.8255,4580.9816,57.1752,25.7493,195.9401,271.995,0.0569,0.0504,35.7959,16.1659,66.6968,49.864,56,36,92,0.7016,0.9666,0.5884,0.7942,0.2058,2.98,2.5403,840.6996,838.0804,803.0116,0.0227,0.0152,59.2366,0.249,0.3523,0.1542,0.3531,-3.9449,3.8772,5.409,0.7125,1.861,3.4407,13.2338,12.2672,0.7842,13.3598,0.9415,14.6847,14.2752,0.9428,192.6234,163.2658,29.3576,182.2513,29.8479,-0.1169,1.2241,0.0945,4.6091,6197.3455,1.3164,1.309,0.2857
355,000001.XSHE,1,2014/12/11,,,,,,28.3939,,0.0212,-0.2052,,0.4677,0.0096,0.0071,,,,0.0271,0.0143,0.025,1.4082,0.6968,2.0208,15.9199,0.9409,0.0216,1.37,0.0605,,0.2744,13.5326,10.82,12.7196,13.9958,11.4487,1.8316,35.8011,0.0591,0.5827,0.1209,0.1232,,6.4717,0.0017,19.431,0.3658,1.3439,0.012,0.006,,,0.8539,25.7924,25.6427,0,,,13.6391,10.6107,12.2515,14.316,11.0195,1259.4874,82.4456,,0.3353,0.2938,0.2767,-0.5609,,0.2938,0.2767,,0.3041,0.3658,0.3658,0.4611,-1.0699,,1.2548,-11.1541,8.2706,2.2884,0.6667,,1.2307,1.2596,0.9971,0.0096,0.0108,0.1728,0.22,70.8163,0.2422,0.6469,0.6342,0,1.6534,0.0756,1.7615,0.1556,0.0336,0.5763,0.301,0.039,0.0119,0.0262,0.0104,0.0369,0.0155,1365.866,1.8673,0.0051,36,0.1221,0.0205,60,0.4277,0.0389,60,0.275,0.3034,-90.0066,0.5985,-0.0156,-0.044,1.6936,8,0.8109,0.5633,0.4621,0.0093,82.8296,0.397,0.6644,0.8339,1.1572,2.0556,13.6138,-2.7701,26.3159,9.1074,15.3956,43.5374,89.1745,-59.1106,311.8271,63.0302,70.9978,47.0951,6.2558,25.9631,3.018,8.9918,0.5322,0.3562,59.9054,0.1874,2.5209,5.3899,36.2669,2.8676,1.0925,15009709723,14958784376,14221711686,3322.251,5142.2771,2096.303,1184.1091,62534901.54,58078545.91,330314614.2,322750853,264672307.1,327620139.3,-8912711.267,33.1418,1.5898,42.7473,-44.0155,72591477.24,145375222.4,32.0721,66358920536,4631.2474,4192.2541,4651.1616,58.3861,21.8055,150.16,242.5812,0.0676,0.0523,34.3658,13.9382,63.4419,47.4068,56,32,88,0.7512,0.9497,0.6196,0.8098,0.1902,2.609,2.7752,836.4313,842.6318,811.2779,0.018,0.0153,54.9558,0.2774,0.3306,-0.0785,0.2968,1.7532,4.7369,6.6384,0.6999,1.9917,3.091,13.3393,12.3896,0.6639,13.3773,0.9611,14.5231,14.023,0.9799,206.0876,160.1852,45.9024,188.9528,29.9448,0.4417,1.3312,0.0639,4.5212,6197.3455,1.2677,1.2758,0.4286
356,000001.XSHE,1,2014/12/12,,,,,,28.3939,,0.0212,-0.2052,,0.4724,0.0096,0.0071,,,,0.0238,0.0146,0.0193,1.4177,0.6994,2.0271,15.9199,0.9409,0.0234,1.37,0.0641,,0.2744,13.6068,10.8716,12.8359,13.9774,11.5304,1.8316,35.8011,0.0591,0.5827,0.1207,0.1232,,6.4717,0.0017,19.431,0.3658,1.3458,0.012,0.006,,,0.8539,25.7938,25.6441,0,,,13.7891,10.6447,12.402,14.198,11.079,1321.7122,78.6426,,0.3353,0.2938,0.2767,-0.5609,,0.2938,0.2767,,0.3041,0.3658,0.3658,0.4611,-1.0699,,1.2567,-11.1701,8.2824,2.2917,0.6667,,1.1206,1.2754,0.9594,0.0096,0.0108,0.1728,0.22,69.929,0.278,0.6631,0.6342,0,1.6534,0.0756,1.7694,0.1556,0.0336,0.5763,0.301,0.0358,0.012,0.0266,0.0104,0.0313,0.0157,1341.4773,1.8673,0.0058,38,0.1219,0.0215,60,0.4271,0.0388,60,0.275,0.3034,-90.8782,0.6043,-0.0156,-0.044,1.6936,8,0.8138,0.5417,0.2397,0.0089,82.8296,0.2818,0.6556,0.8115,1.051,1.0993,12.4065,-1.8121,25.8303,9.236,15.5679,19.7858,74.8365,-58.2224,276.0706,60.1388,67.4239,45.5685,-0.1416,27.5421,3.018,8.7622,0.5732,0.3087,64.996,0.1076,2.4007,5.4112,38.5374,2.4331,1.0982,15174100630,15079290664,14292215549,3387.7887,4745.1037,2038.9428,1671.7333,58256667.06,41143729.15,300146667.5,298387784.4,257244055.3,273210395.2,-34225875.83,31.19,1.5908,-24.7611,-52.353,91481828.34,141762989.3,28.1449,67666806891,4631.2474,4232.5722,4664.8202,58.6298,9.2937,117.7808,107.6061,0.0625,0.0351,30.604,12.5631,60.5551,45.7261,56,28,84,0.7864,0.9273,0.5334,0.7667,0.2333,1.5007,2.7743,836.6827,843.4476,819.1845,0.0137,0.0151,56.3932,0.292,0.2837,-0.1829,0.2313,1.265,5.441,7.6421,0.6999,1.192,3.4711,13.4318,12.5045,0.4853,13.4818,0.9671,14.3941,13.9201,0.9891,204.9776,159.423,45.5546,190.235,29.7465,0.3337,0.8536,0.0373,4.5281,6197.3455,1.2436,1.2514,0.4286
357,000001.XSHE,1,2014/12/15,,,,,,28.3939,,0.0212,-0.2052,,0.4365,0.0098,0.0071,,,,0.0211,0.0151,0.015,1.4307,0.7041,2.032,15.9199,0.9409,0.0235,1.37,0.0864,,0.2744,13.602,10.9163,12.9068,13.8451,11.5976,1.8316,35.8011,0.0591,0.5827,0.1239,0.1232,,6.4717,0.0017,19.431,0.3658,1.3343,0.0122,0.006,,,0.8539,25.7677,25.618,0,,,13.9281,10.6764,12.543,13.868,11.1335,1332.9932,74.9305,,0.3353,0.2938,0.2767,-0.5609,,0.2938,0.2767,,0.3041,0.3658,0.3658,0.4611,-1.0699,,1.2242,-10.8816,8.0685,2.2325,0.5833,,1.114,1.2621,0.8917,0.0096,0.0108,0.1728,0.22,65.9611,0.2613,0.6405,0.6342,0,1.6534,0.0756,1.7517,0.1556,0.0336,0.5763,0.301,0.0331,0.012,0.0271,0.0105,0.027,0.0159,1194.1677,1.8673,0.0169,40,0.1252,0.0207,60,0.4384,0.039,60,0.275,0.3034,-77.3887,0.5146,-0.0156,-0.044,1.6936,8,0.7618,0.5156,0.0444,0.0089,82.8296,0.1346,0.597,0.8014,0.9876,-2.4965,8.2706,-2.074,21.9769,9.4343,15.6517,-50.0408,50.1183,-137.4556,223.3789,45.2449,58.3203,19.0942,-6.5397,26.2117,3.4985,8.6816,0.4968,0.3523,58.509,0.1023,2.5908,5.4112,35.2462,1.8138,1.1031,14994006972,15096219724,14358162701,3461.1058,4093.4399,1972.3962,1688.5332,52337229.06,28659477.02,278318847.6,280188688,251529211,242171482.8,-47355504.07,31.1699,1.3528,-14.3983,-59.1966,99354783.65,137307719.9,23.3948,69141626301,4683.6797,4278.3645,4673.813,54.7703,-9.3737,110.5105,64.7261,0.0525,-0.0447,26.8556,17.8552,55.1653,43.1896,56,24,80,0.8032,0.8705,0.4266,0.7133,0.2867,1.3897,2.7702,832.0276,840.4832,826.5461,0.0092,0.0143,52.4556,0.2925,0.2283,-0.2236,0.1374,-5.5927,6.3981,7.8799,0.7046,-0.1794,3.3404,13.4547,12.5842,0.2944,13.4628,0.9913,14.1208,13.6257,1.0256,182.4745,140.2799,42.1946,174.5109,29.4897,-0.1102,0.3703,0.0354,4.5281,6037.1567,1.2007,1.2051,0.5
358,000001.XSHE,1,2014/12/16,,,,,,28.3939,,0.0212,-0.2052,,0.4343,0.0093,0.0071,,,,0.0198,0.0157,0.0116,1.4851,0.7351,2.0201,15.9199,0.9409,0.0241,1.37,0.0772,,0.2744,13.7452,10.9737,13.048,14.0265,11.6892,1.8316,35.8011,0.0591,0.5827,0.117,0.1232,,6.4717,0.0017,19.431,0.3658,1.3501,0.0123,0.006,,,0.8539,25.8256,25.6759,0,,,14.0551,10.7142,12.732,14.004,11.2025,1320.8344,75.3457,,0.3353,0.2938,0.2767,-0.5609,,0.2938,0.2767,,0.3041,0.3658,0.3658,0.4611,-1.0699,,1.2972,-11.5307,8.5498,2.3657,0.5833,,1.0968,1.3563,1.0496,0.0096,0.0108,0.1728,0.22,64.3529,0.3327,0.6984,0.6342,0,1.6534,0.0756,1.7572,0.1556,0.0336,0.5763,0.301,0.032,0.0122,0.0279,0.0105,0.0238,0.0162,1419.8937,1.8673,0.0169,42,0.1181,0.0205,60,0.4137,0.0385,60,0.275,0.3034,-116.1954,0.7726,-0.0156,-0.044,1.6936,8,0.8787,0.4792,-0.1483,0.0092,82.8296,0.1238,0.5853,0.8119,0.9811,2.3777,13.0165,2.751,28.4473,9.6588,15.8052,14.1261,69.4775,75.5135,249.4825,54.7641,59.0438,46.2047,-5.5206,35.6263,3.6004,8.6816,0.508,0.3053,62.4616,0.0882,2.4403,6.22,43.644,1.8241,1.1094,15240914265,15088827623,14441106700,3583.3292,3685.1606,1884.9797,1448.1397,46646108.58,23881626.7,272607655.8,275068473.4,251186846.7,243750086.2,-45528963.77,26.0357,1.5405,-49.0371,-37.1472,101867998.8,131259027.9,20.841,71624687883,4930.587,4339.293,4682.0998,53.1356,-9.7869,176.0513,33.5695,0.0593,-0.0427,33.461,15.2744,52.7856,43.4889,56,20,76,0.8187,0.8806,0.4564,0.7282,0.2718,1.2695,2.6461,846.7337,836.8185,831.1008,0.0077,0.0137,55.7981,0.2834,0.1907,0.0454,0.11,12.0694,6.632,6.4932,0.6994,-0.4607,4.4898,13.5985,12.7179,0.2922,13.5408,0.941,14.2864,14.0787,0.9768,196.9446,144.6281,52.3165,193.7208,29.193,-0.084,0.8647,0.0659,4.5281,6396.7366,1.1567,1.2848,0.6
